제목,공연시작일,공연종료일,장르,대관 기업명,구분,공연장,상세 링크
정혜연 피아노 독주회,2025-04-05,2025-04-05,독주,조인클래식,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=70458
"아카데미 열정과 나눔, RE & NEW 프로젝트2 다양성의 조화I",2025-04-05,2025-04-05,실내악,예인예술기획,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=70315
"소리의 미학, 아름다운 선율로 그려낸 꿈",2025-04-05,2025-04-05,클래식,한국전문연주자협회,대관,인춘아트홀,https://www.sac.or.kr/site/main/show/show_view?SN=72063
디 앙상블 제18회 정기연주회,2025-04-05,2025-04-05,클래식,(주)마스트미디어,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=72345
SUDA`s 29th Concert,2025-04-05,2025-04-05,실내악,플룻샵,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=69664
2025 예술의전당 교향악축제 - 강릉시립교향악단(4.5),2025-04-05,2025-04-05,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=66267
2025 예술의전당 교향악축제 - 수원시립교향악단(4.4),2025-04-04,2025-04-04,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=66268
뮤지컬 돈 주앙 프렌치 오리지널 내한공연,2025-04-04,2025-04-13,뮤지컬,마스트인터내셔널,대관,오페라극장,https://www.sac.or.kr/site/main/show/show_view?SN=68840
피여나 귀국 하프 독주회,2025-04-04,2025-04-04,독주,지클레프,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=70460
"피아니스트 배인경의 동행 Ⅷ <베토벤 피아노 소나타: 비창, 월광, 열정>",2025-04-04,2025-04-04,독주,지클레프,대관,인춘아트홀,https://www.sac.or.kr/site/main/show/show_view?SN=70459
"앙상블오푸스: 봄의 향연, 류재준과 브람스",2025-04-04,2025-04-04,클래식,(주)오푸스,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=69665
소프라노 손가슬 독창회,2025-04-03,2025-04-03,성악,UNICO,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=69666
2025 예술의전당 교향악축제 - 광주시립교향악단(4.3),2025-04-03,2025-04-03,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=66269
영미성악연구회 98회 정기연주회,2025-04-03,2025-04-03,성악,콘서트디자인,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=70084
김정훈 바이올린 독주회,2025-04-03,2025-04-03,클래식,조인클래식,대관,인춘아트홀,https://www.sac.or.kr/site/main/show/show_view?SN=75060
베이스바리톤 박상욱 독창회,2025-04-02,2025-04-02,클래식,영음예술기획,대관,인춘아트홀,https://www.sac.or.kr/site/main/show/show_view?SN=74683
홍은선 첼로 독주회,2025-04-02,2025-04-02,독주,지클레프,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=70461
정광준 첼로 리사이틀,2025-04-02,2025-04-02,독주,에스프리,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=73732
2025 예술의전당 교향악축제 - 인천시립교향악단(4.2),2025-04-02,2025-04-02,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=66270
홍의연 바이올린 독주회,2025-04-01,2025-04-01,독주,마에스트로컴퍼니,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=72370
바로크와 현대가곡 연구회 제94회 정기연주회,2025-04-01,2025-04-01,성악,콘서트디자인,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=69957
구희원 바이올린 독주회,2025-04-01,2025-04-01,독주,조인클래식,대관,인춘아트홀,https://www.sac.or.kr/site/main/show/show_view?SN=72458
2025 예술의전당 교향악축제 - 창원시립교향악단(4.1),2025-04-01,2025-04-01,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=66271
안드라스 쉬프 & 카펠라 안드레아 바르카,2025-03-30,2025-03-30,클래식,(주)마스트미디어,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=70462
양승희 바이올린 독주회,2025-03-30,2025-03-30,독주,지클레프,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=72459
최은식 비올라 독주회,2025-03-30,2025-03-30,독주,예인예술기획,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=70317
정윤희 귀국 플루트 독주회,2025-03-30,2025-03-30,독주,예인예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=70316
이선미 피아노 독주회,2025-03-30,2025-03-30,독주,지클레프,대관,인춘아트홀,https://www.sac.or.kr/site/main/show/show_view?SN=70463
서울챔버오케스트라 제102회 정기연주회,2025-03-29,2025-03-29,클래식,하모니쓰리엠,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=69789
유지수 피아노 독주회,2025-03-29,2025-03-29,독주,이든예술기획 주식회사,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=69790
양윤희 모차르트 피아노 소나타 전곡 시리즈 II,2025-03-29,2025-03-29,클래식,인터뮤직,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=69791
르네 야콥스와 B'Rock 오케스트라,2025-03-29,2025-03-29,클래식,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=73975
KT와 함께하는 예술의전당 마음을 담은 클래식(3월),2025-03-28,2025-03-28,,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=66272
임재경 작곡발표회,2025-03-28,2025-03-28,실내악,현대문화,대관,인춘아트홀,https://www.sac.or.kr/site/main/show/show_view?SN=70584
신윤경 비올라 독주회,2025-03-28,2025-03-28,독주,지클레프,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=72460
2025년 뮤지카 유포늄 튜바 앙상블 정기연주회,2025-03-28,2025-03-28,실내악,아폴로 뮤직,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=70318
"베이스 임철민, 음악 그리고 인생",2025-03-27,2025-03-27,성악,(주)예술기획파홀로,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=72346
유미향 & 이고은 피아노 듀오 리사이틀,2025-03-27,2025-03-27,클래식,주식회사 원아트,대관,인춘아트홀,https://www.sac.or.kr/site/main/show/show_view?SN=70319
사)한국페스티발앙상블 제34회현대음악축제,2025-03-27,2025-03-27,클래식,(사)한국페스티발앙상블,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=70158
백건우와 모차르트 <Program Ⅱ>,2025-03-27,2025-03-27,클래식,(주)판테온,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=71664
류이치 사카모토 트리뷰트 콘서트,2025-03-26,2025-03-26,클래식,주식회사 낫싱벗칠,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=73663
이영신 피아노 독주회,2025-03-26,2025-03-26,독주,CLASSICO,대관,인춘아트홀,https://www.sac.or.kr/site/main/show/show_view?SN=69667
로맨틱 피아니즘: 쇼팽 & 리스트,2025-03-26,2025-03-26,클래식,주식회사 토마토클래식,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=74130
소프라노 김문희 독창회,2025-03-25,2025-03-25,성악,영음예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=72347
피아니스트 김경아 초청 독주회,2025-03-25,2025-03-25,독주,예인예술기획,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=70320
"이아경 데뷔 30주년기념 콘서트 ""마이웨이""",2025-03-25,2025-03-25,클래식,SMI엔터테인먼트,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=71800
송민주 피아노 독주회,2025-03-25,2025-03-25,독주,케이클래식스테이지,대관,인춘아트홀,https://www.sac.or.kr/site/main/show/show_view?SN=70764
감미로운 시간,2025-03-23,2025-03-23,클래식,인터뮤직,대관,인춘아트홀,https://www.sac.or.kr/site/main/show/show_view?SN=73664
코리아나 챔버 뮤직 소사이어티 제89회 정기연주회,2025-03-23,2025-03-23,실내악,지클레프,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=70465
"봄, 여름, 가을, 겨울",2025-03-23,2025-03-23,클래식,두남재 주식회사,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=71801
목관오중주 디베르 앙상블 두번째 연주회,2025-03-23,2025-03-23,클래식,아트포레,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=70561
김하늘 피아노 독주회 - French Suite,2025-03-23,2025-03-23,독주,이든예술기획 주식회사,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=71665
권그림 바이올린 독주회,2025-03-22,2025-03-22,클래식,권그림,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=69669
파체 Romeo and Juliet,2025-03-22,2025-03-22,실내악,조인클래식,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=70466
송유진 피아노 독주회,2025-03-22,2025-03-22,독주,(주)음연,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=70087
문화소외계층을 위한 멜로디재단과 함께하는 김대연 첼로 리사이틀,2025-03-22,2025-03-22,독주,주식회사 원아트,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=70321
강남심포니오케스트라 제109회 정기연주회,2025-03-22,2025-03-22,클래식,재단법인 강남문화재단,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=73863
[유연홍 개인전] 자연을 담다,2025-03-21,2025-03-29,전시,유연홍,대관,서울서예박물관제1전시실,https://www.sac.or.kr/site/main/show/show_view?SN=66740
한붓동인전,2025-03-21,2025-03-29,전시,김남훈,대관,서울서예박물관제2전시실,https://www.sac.or.kr/site/main/show/show_view?SN=66680
테너 홍민섭 독창회,2025-03-21,2025-03-21,성악,썸월드(someworld),대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=69716
인태영 바순 독주회,2025-03-21,2025-03-21,독주,예인예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=70322
이은영 개인전-조용한 울림,2025-03-21,2025-03-30,전시,이은영,대관,한가람디자인미술관제3전시실,https://www.sac.or.kr/site/main/show/show_view?SN=68220
이영주피아노독주회,2025-03-21,2025-03-21,클래식,스토리피아노,대관,인춘아트홀,https://www.sac.or.kr/site/main/show/show_view?SN=69670
산경 이창환 각자전,2025-03-21,2025-03-29,전시,이창환,대관,서울서예박물관제3전시실,https://www.sac.or.kr/site/main/show/show_view?SN=74112
국립현대무용단 <인잇: 보이지 않는 것>,2025-03-21,2025-03-23,무용,재단법인국립현대무용단,대관,CJ 토월극장,https://www.sac.or.kr/site/main/show/show_view?SN=68084
KBS교향악단 제812회 정기연주회,2025-03-21,2025-03-21,클래식,(재)KBS 교향악단,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=67270
국립오페라단 정기공연 오페라 <피가로의 결혼>,2025-03-20,2025-03-23,오페라,국립오페라단,대관,오페라극장,https://www.sac.or.kr/site/main/show/show_view?SN=67921
함영림 계명선 피아노 듀오 콘서트,2025-03-20,2025-03-20,실내악,컬쳐파크209,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=71686
소프라노 이현숙 독창회,2025-03-20,2025-03-20,클래식,현대문화,대관,인춘아트홀,https://www.sac.or.kr/site/main/show/show_view?SN=72304
소프라노 구은경 독창회,2025-03-20,2025-03-20,성악,예인예술기획,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=70323
레 벙 프랑세,2025-03-20,2025-03-20,클래식,(주)마스트미디어,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=67457
“Art Seoul★ 2025,2025-03-20,2025-04-02,전시,홍익미술,대관,"한가람미술관제5전시실,한가람미술관제5전시실",https://www.sac.or.kr/site/main/show/show_view?SN=74192
교보노블리에 포유콘서트,2025-03-19,2025-03-19,클래식,클래시그널,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=73080
홍은주 비올라 독주회,2025-03-19,2025-03-19,독주,마에스트로컴퍼니,대관,인춘아트홀,https://www.sac.or.kr/site/main/show/show_view?SN=70160
"Clara, Robert, Johannes - The Trio",2025-03-19,2025-03-19,실내악,지클레프,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=70468
피아니스트 조지현의 쇼팽 시리즈 I,2025-03-19,2025-03-19,독주,조인클래식,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=70467
어니스트 필하모닉 오케스트라 제6회 정기연주회 : 위대한 작곡가 탐구 시리즈 3 “노력하는 천재 모차르트”,2025-03-18,2025-03-18,클래식,지클레프,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=74563
홍인경 피아노 독주회,2025-03-18,2025-03-18,독주,이든예술기획 주식회사,대관,인춘아트홀,https://www.sac.or.kr/site/main/show/show_view?SN=71666
베이스 이승희 독창회,2025-03-18,2025-03-18,성악,컬쳐파크209,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=69958
2025 한국독일가곡연구회 - 예술가곡의 길 시리즈 I,2025-03-18,2025-03-18,성악,콘서트디자인,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=69959
베이스 장영근 독창회,2025-03-16,2025-03-16,성악,UNICO,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=69671
바이올리니스트 양인모 리사이틀,2025-03-16,2025-03-16,클래식,주식회사 프레스토컴퍼니,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=71869
김이슬 플루트 독주회,2025-03-16,2025-03-16,독주,예인예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=70324
김성현 피아노 독주회,2025-03-16,2025-03-16,독주,예인예술기획,대관,인춘아트홀,https://www.sac.or.kr/site/main/show/show_view?SN=70325
조재현 비올라 독주회,2025-03-16,2025-03-16,독주,마에스트로컴퍼니,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=72371
김지영 귀국 오보에 독주회,2025-03-15,2025-03-15,독주,제이에스클래식,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=71687
IBK기업은행과 함께하는 예술의전당 토요콘서트(3월),2025-03-15,2025-03-15,,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=66275
김남호 튜바 독주회,2025-03-15,2025-03-15,독주,라인(Rein) 클래식 기획사,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=71667
코리안 브라스 앙상블의 다이얼로그 6,2025-03-15,2025-03-15,실내악,케이클래식스테이지,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=70765
이정란 첼로 리사이틀 <애가>,2025-03-15,2025-03-15,클래식,(주)오푸스,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=74131
"안중근, 천국에서의 춤",2025-03-15,2025-03-16,발레,엠(M)발레단,대관,CJ 토월극장,https://www.sac.or.kr/site/main/show/show_view?SN=74392
목혜진 최은진 듀오 리사이틀,2025-03-15,2025-03-15,실내악,최은진,대관,인춘아트홀,https://www.sac.or.kr/site/main/show/show_view?SN=69672
